Symbol: 10000000AIDOGEUSDT, Bid 1 Price: 0.003487, Bid 1 Size: 90800, Ask 1 Price: 0.003488, Ask 1 Size: 148200, Last Price: 0.003487, Previous Price 24h: 0.003656, Price Change % 24h: -0.046225, High Price 24h: 0.004446, Low Price 24h: 0.002762, Turnover 24h: 95965750.1041, Volume 24h: 26875704600.0000, USD Index Price: 
Symbol: ETH-27JUN25, Bid 1 Price: 1000.00, Bid 1 Size: 1.00, Ask 1 Price: 3553.00, Ask 1 Size: 140.58, Last Price: 3275.25, Previous Price 24h: 3275.25, Price Change % 24h: 0, High Price 24h: 3275.25, Low Price 24h: 3275.25, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: ETH-28MAR25, Bid 1 Price: 3442.35, Bid 1 Size: 3.18, Ask 1 Price: 3462.00, Ask 1 Size: 1.07, Last Price: 3439.40, Previous Price 24h: 3583.40, Price Change % 24h: -0.040185, High Price 24h: 3631.70, Low Price 24h: 3415.60, Turnover 24h: 1367.1400, Volume 24h: 0.3900, USD Index Price: 
Symbol: ETH-29NOV24, Bid 1 Price: 3327.50, Bid 1 Size: 2.01, Ask 1 Price: 3347.75, Ask 1 Size: 4.45, Last Price: 3328.45, Previous Price 24h: 3483.00, Price Change % 24h: -0.044372, High Price 24h: 3523.35, Low Price 24h: 3277.45, Turnover 24h: 224693.6795, Volume 24h: 65.9100, USD Index Price: 
Symbol: ETH-31JAN25, Bid 1 Price: 3377.85, Bid 1 Size: 2.06, Ask 1 Price: 3401.00, Ask 1 Size: 1.57, Last Price: 3399.90, Previous Price 24h: 3537.30, Price Change % 24h: -0.038843, High Price 24h: 3577.95, Low Price 24h: 3325.85, Turnover 24h: 245247.7075, Volume 24h: 70.6900, USD Index Price: 
Symbol: ETHBTCUSDT, Bid 1 Price: 0.034596, Bid 1 Size: 2096570, Ask 1 Price: 0.035251, Ask 1 Size: 12620, Last Price: 0.033918, Previous Price 24h: 0.035933, Price Change % 24h: -0.056076, High Price 24h: 0.040989, Low Price 24h: 0.031394, Turnover 24h: 74161039.0507, Volume 24h: 2048895920.0000, USD Index Price: 
Symbol: ETHFIPERP, Bid 1 Price: 2.0194, Bid 1 Size: 1894.7, Ask 1 Price: 2.0195, Ask 1 Size: 156.0, Last Price: 2.0194, Previous Price 24h: 2.1263, Price Change % 24h: -0.050275, High Price 24h: 2.6073, Low Price 24h: 1.6919, Turnover 24h: 93878694.8966, Volume 24h: 44235825.2000, USD Index Price: 
Symbol: ETHFIUSDT, Bid 1 Price: 2.1536, Bid 1 Size: 90.0, Ask 1 Price: 2.1537, Ask 1 Size: 173.4, Last Price: 2.1536, Previous Price 24h: 2.2638, Price Change % 24h: -0.048679, High Price 24h: 2.6416, Low Price 24h: 1.6214, Turnover 24h: 95139779.0367, Volume 24h: 44780255.3000, USD Index Price: 
Symbol: ETHPERP, Bid 1 Price: 3209.90, Bid 1 Size: 0.14, Ask 1 Price: 3209.92, Ask 1 Size: 0.57, Last Price: 3220.16, Previous Price 24h: 3397.75, Price Change % 24h: -0.052266, High Price 24h: 4124.50, Low Price 24h: 2673.67, Turnover 24h: 95653897.3194, Volume 24h: 28590.5800, USD Index Price: 
Symbol: ETHUSDT, Bid 1 Price: 3369.08, Bid 1 Size: 0.53, Ask 1 Price: 3373.60, Ask 1 Size: 0.47, Last Price: 3407.67, Previous Price 24h: 3467.74, Price Change % 24h: -0.017322, High Price 24h: 3676.40, Low Price 24h: 2828.00, Turnover 24h: 125036116.5971, Volume 24h: 36666.7900, USD Index Price: 
Symbol: ETHWUSDT, Bid 1 Price: 3.511, Bid 1 Size: 498.93, Ask 1 Price: 3.607, Ask 1 Size: 0.03, Last Price: 3.511, Previous Price 24h: 3.886, Price Change % 24h: -0.0965, High Price 24h: 4.295, Low Price 24h: 2.850, Turnover 24h: 102995754.1467, Volume 24h: 28729694.8700, USD Index Price: 
Symbol: FBUSDT, Bid 1 Price: 4.612, Bid 1 Size: 863.8, Ask 1 Price: 4.613, Ask 1 Size: 101.2, Last Price: 4.449, Previous Price 24h: 4.547, Price Change % 24h: -0.021552, High Price 24h: 5.920, Low Price 24h: 3.898, Turnover 24h: 94647808.1138, Volume 24h: 19488450.5000, USD Index Price: 
Symbol: FDUSDUSDT, Bid 1 Price: , Bid 1 Size: , Ask 1 Price: 1.4904, Ask 1 Size: 6, Last Price: 1.0003, Previous Price 24h: 1.0003, Price Change % 24h: 0, High Price 24h: 1.0003, Low Price 24h: 1.0003, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: FIDAUSDT, Bid 1 Price: 0.2485, Bid 1 Size: 83568, Ask 1 Price: 0.2563, Ask 1 Size: 83610, Last Price: 0.2563, Previous Price 24h: 0.2563, Price Change % 24h: 0, High Price 24h: 0.2563, Low Price 24h: 0.2563, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: FILUSDT, Bid 1 Price: 5.542, Bid 1 Size: 709.0, Ask 1 Price: 5.543, Ask 1 Size: 74.1, Last Price: 5.542, Previous Price 24h: 5.183, Price Change % 24h: 0.069264, High Price 24h: 6.688, Low Price 24h: 4.494, Turnover 24h: 96976541.8704, Volume 24h: 17754287.7000, USD Index Price: 
Symbol: FIOUSDT, Bid 1 Price: 0.03065, Bid 1 Size: 1268050, Ask 1 Price: 0.03333, Ask 1 Size: 1202600, Last Price: 0.03065, Previous Price 24h: 0.03065, Price Change % 24h: 0, High Price 24h: 0.03065, Low Price 24h: 0.03065, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: FIREUSDT, Bid 1 Price: 0.7606, Bid 1 Size: 407.7, Ask 1 Price: 0.7613, Ask 1 Size: 2192.9, Last Price: 0.7909, Previous Price 24h: 0.8991, Price Change % 24h: -0.120342, High Price 24h: 1.0401, Low Price 24h: 0.6739, Turnover 24h: 95738440.2311, Volume 24h: 111888978.3000, USD Index Price: 
Symbol: FLMUSDT, Bid 1 Price: 0.07822, Bid 1 Size: 570, Ask 1 Price: 0.07823, Ask 1 Size: 6342, Last Price: 0.07822, Previous Price 24h: 0.07491, Price Change % 24h: 0.044186, High Price 24h: 0.08889, Low Price 24h: 0.05705, Turnover 24h: 94696919.5955, Volume 24h: 1284333247.0000, USD Index Price: 
Symbol: FLOWUSDT, Bid 1 Price: 0.8798, Bid 1 Size: 491.8, Ask 1 Price: 0.9151, Ask 1 Size: 551.3, Last Price: 0.8798, Previous Price 24h: 0.8830, Price Change % 24h: -0.003624, High Price 24h: 1.0370, Low Price 24h: 0.7000, Turnover 24h: 95701875.9559, Volume 24h: 109797119.8000, USD Index Price: 
Symbol: FLRUSDT, Bid 1 Price: 0.02250, Bid 1 Size: 168390, Ask 1 Price: 0.02312, Ask 1 Size: 14980, Last Price: 0.02250, Previous Price 24h: 0.02431, Price Change % 24h: -0.074454, High Price 24h: 0.02867, Low Price 24h: 0.01761, Turnover 24h: 95684795.8746, Volume 24h: 4271395940.0000, USD Index Price: 
Symbol: FLUXUSDT, Bid 1 Price: 0.6440, Bid 1 Size: 727, Ask 1 Price: 0.6444, Ask 1 Size: 6677, Last Price: 0.6694, Previous Price 24h: 0.7267, Price Change % 24h: -0.078849, High Price 24h: 0.8621, Low Price 24h: 0.5639, Turnover 24h: 95782920.5802, Volume 24h: 134990069.0000, USD Index Price: 
Symbol: FORTHUSDT, Bid 1 Price: 3.6910, Bid 1 Size: 1040.8, Ask 1 Price: 3.6980, Ask 1 Size: 24.9, Last Price: 3.6980, Previous Price 24h: 3.5740, Price Change % 24h: 0.034695, High Price 24h: 4.6530, Low Price 24h: 2.9460, Turnover 24h: 97022249.5728, Volume 24h: 25800258.5000, USD Index Price: 
Symbol: FOXYUSDT, Bid 1 Price: 0.011839, Bid 1 Size: 28130, Ask 1 Price: 0.011845, Ask 1 Size: 264670, Last Price: 0.011848, Previous Price 24h: 0.012394, Price Change % 24h: -0.044053, High Price 24h: 0.015208, Low Price 24h: 0.009998, Turnover 24h: 94158092.2917, Volume 24h: 7375620560.0000, USD Index Price: 
Symbol: FTMUSDT, Bid 1 Price: 0.8940, Bid 1 Size: 207093, Ask 1 Price: 0.9009, Ask 1 Size: 7, Last Price: 0.8765, Previous Price 24h: 1.0357, Price Change % 24h: -0.153712, High Price 24h: 1.1415, Low Price 24h: 0.8486, Turnover 24h: 65615953.7747, Volume 24h: 67777345.0000, USD Index Price: 
Symbol: FTNUSDT, Bid 1 Price: 3.0450, Bid 1 Size: 946.7, Ask 1 Price: 3.0455, Ask 1 Size: 154.0, Last Price: 2.8133, Previous Price 24h: 3.1647, Price Change % 24h: -0.111037, High Price 24h: 3.8747, Low Price 24h: 2.5179, Turnover 24h: 95018365.4571, Volume 24h: 30622519.4000, USD Index Price: 
Symbol: FWOGUSDT, Bid 1 Price: , Bid 1 Size: , Ask 1 Price: 0.71584, Ask 1 Size: 140, Last Price: 0.61432, Previous Price 24h: 0.61432, Price Change % 24h: 0, High Price 24h: 0.61432, Low Price 24h: 0.61432, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: FXSUSDT, Bid 1 Price: 2.9135, Bid 1 Size: 462.55, Ask 1 Price: 3.0340, Ask 1 Size: 160.78, Last Price: 2.9135, Previous Price 24h: 3.0845, Price Change % 24h: -0.055438, High Price 24h: 3.6770, Low Price 24h: 2.3390, Turnover 24h: 95844062.6658, Volume 24h: 32544289.6500, USD Index Price: 
Symbol: GALAUSDT, Bid 1 Price: 0.03755, Bid 1 Size: 102306, Ask 1 Price: 0.03756, Ask 1 Size: 23767, Last Price: 0.03755, Previous Price 24h: 0.03749, Price Change % 24h: 0.0016, High Price 24h: 0.04175, Low Price 24h: 0.02953, Turnover 24h: 75486273.7206, Volume 24h: 2098584238.0000, USD Index Price: 
Symbol: GASUSDT, Bid 1 Price: 5.546, Bid 1 Size: 311.2, Ask 1 Price: 5.547, Ask 1 Size: 85.1, Last Price: 5.356, Previous Price 24h: 5.580, Price Change % 24h: -0.040143, High Price 24h: 6.718, Low Price 24h: 4.513, Turnover 24h: 96549601.2842, Volume 24h: 17287892.0000, USD Index Price: 
Symbol: GFTUSDT, Bid 1 Price: 0.01010, Bid 1 Size: 76832, Ask 1 Price: 0.01011, Ask 1 Size: 98947, Last Price: 0.01011, Previous Price 24h: 0.01686, Price Change % 24h: -0.400355, High Price 24h: 0.02052, Low Price 24h: 0.00958, Turnover 24h: 90532979.0401, Volume 24h: 6019359079.0000, USD Index Price: 
Symbol: GLMRUSDT, Bid 1 Price: 0.26555, Bid 1 Size: 8588.4, Ask 1 Price: 0.27620, Ask 1 Size: 3068.7, Last Price: 0.26555, Previous Price 24h: 0.27210, Price Change % 24h: -0.024072, High Price 24h: 0.31355, Low Price 24h: 0.20465, Turnover 24h: 78406813.2741, Volume 24h: 305534470.3000, USD Index Price: 
Symbol: GLMUSDT, Bid 1 Price: 0.52480, Bid 1 Size: 1064, Ask 1 Price: 0.52490, Ask 1 Size: 866, Last Price: 0.52480, Previous Price 24h: 0.42860, Price Change % 24h: 0.224451, High Price 24h: 0.73730, Low Price 24h: 0.37680, Turnover 24h: 99149193.8974, Volume 24h: 187229601.0000, USD Index Price: 
Symbol: GMEUSDT, Bid 1 Price: 0.005762, Bid 1 Size: 551740, Ask 1 Price: 0.005763, Ask 1 Size: 80490, Last Price: 0.005548, Previous Price 24h: 0.004489, Price Change % 24h: 0.23591, High Price 24h: 0.006047, Low Price 24h: 0.003802, Turnover 24h: 89095995.8149, Volume 24h: 18350825880.0000, USD Index Price: 
Symbol: GMTUSDT, Bid 1 Price: 0.1884, Bid 1 Size: 1972, Ask 1 Price: 0.1885, Ask 1 Size: 69746, Last Price: 0.1914, Previous Price 24h: 0.2117, Price Change % 24h: -0.09589, High Price 24h: 0.2358, Low Price 24h: 0.1734, Turnover 24h: 74112660.9039, Volume 24h: 366024769.0000, USD Index Price: 
Symbol: GMXUSDT, Bid 1 Price: 29.750, Bid 1 Size: 42.42, Ask 1 Price: 29.755, Ask 1 Size: 27.73, Last Price: 29.750, Previous Price 24h: 31.830, Price Change % 24h: -0.065347, High Price 24h: 37.855, Low Price 24h: 24.355, Turnover 24h: 96381182.9698, Volume 24h: 3087528.0400, USD Index Price: 
Symbol: GNOUSDT, Bid 1 Price: 253.24, Bid 1 Size: 15.160, Ask 1 Price: 263.38, Ask 1 Size: 1.710, Last Price: 253.24, Previous Price 24h: 257.51, Price Change % 24h: -0.016581, High Price 24h: 314.69, Low Price 24h: 206.10, Turnover 24h: 94858518.6192, Volume 24h: 359998.3730, USD Index Price: 
Symbol: GOATUSDT, Bid 1 Price: 0.9530, Bid 1 Size: 111, Ask 1 Price: 0.9530, Ask 1 Size: 10, Last Price: 0.9530, Previous Price 24h: 0.9530, Price Change % 24h: 0, High Price 24h: 0.9530, Low Price 24h: 0.9530, Turnover 24h: 401.2130, Volume 24h: 421.0000, USD Index Price: 
Symbol: GODSUSDT, Bid 1 Price: 0.2110, Bid 1 Size: 3430, Ask 1 Price: 0.2111, Ask 1 Size: 11972, Last Price: 0.2111, Previous Price 24h: 0.2333, Price Change % 24h: -0.095156, High Price 24h: 0.2769, Low Price 24h: 0.1749, Turnover 24h: 95332122.5968, Volume 24h: 429256411.0000, USD Index Price: 
Symbol: GOMININGUSDT, Bid 1 Price: 0.44967, Bid 1 Size: 55720, Ask 1 Price: 0.46125, Ask 1 Size: 55501, Last Price: 0.46125, Previous Price 24h: 0.46125, Price Change % 24h: 0, High Price 24h: 0.46125, Low Price 24h: 0.46125, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: GRTUSDT, Bid 1 Price: 0.22250, Bid 1 Size: 3369.6, Ask 1 Price: 0.22251, Ask 1 Size: 16899.7, Last Price: 0.22251, Previous Price 24h: 0.24840, Price Change % 24h: -0.104227, High Price 24h: 0.28978, Low Price 24h: 0.19143, Turnover 24h: 94431316.0788, Volume 24h: 393354774.1000, USD Index Price: 
Symbol: GUSDT, Bid 1 Price: 0.03392, Bid 1 Size: 101670, Ask 1 Price: 0.03393, Ask 1 Size: 10420, Last Price: 0.03392, Previous Price 24h: 0.03534, Price Change % 24h: -0.040181, High Price 24h: 0.04308, Low Price 24h: 0.02644, Turnover 24h: 97103319.2323, Volume 24h: 2854726570.0000, USD Index Price: 
Symbol: HBARUSDT, Bid 1 Price: 0.12865, Bid 1 Size: 29949, Ask 1 Price: 0.12900, Ask 1 Size: 4231, Last Price: 0.12865, Previous Price 24h: 0.13216, Price Change % 24h: -0.026558, High Price 24h: 0.16264, Low Price 24h: 0.10393, Turnover 24h: 95319243.8572, Volume 24h: 713003891.0000, USD Index Price: 
Symbol: HFTUSDT, Bid 1 Price: 0.2271, Bid 1 Size: 11768, Ask 1 Price: 0.2273, Ask 1 Size: 1798, Last Price: 0.2202, Previous Price 24h: 0.2279, Price Change % 24h: -0.033786, High Price 24h: 0.2741, Low Price 24h: 0.1794, Turnover 24h: 78372730.4412, Volume 24h: 354011938.0000, USD Index Price: 
Symbol: HIFIUSDT, Bid 1 Price: 0.66180, Bid 1 Size: 2233, Ask 1 Price: 0.71450, Ask 1 Size: 437, Last Price: 0.66180, Previous Price 24h: 0.62880, Price Change % 24h: 0.05248, High Price 24h: 0.79990, Low Price 24h: 0.51650, Turnover 24h: 95316851.6994, Volume 24h: 145448966.0000, USD Index Price: 
Symbol: HIGHUSDT, Bid 1 Price: 1.5983, Bid 1 Size: 0.9, Ask 1 Price: 1.5988, Ask 1 Size: 251.7, Last Price: 1.5983, Previous Price 24h: 1.6687, Price Change % 24h: -0.042188, High Price 24h: 1.9429, Low Price 24h: 1.2602, Turnover 24h: 96811058.3862, Volume 24h: 59836077.4000, USD Index Price: 
Symbol: HIPPOUSDT, Bid 1 Price: 0.01599, Bid 1 Size: 5540, Ask 1 Price: 0.01600, Ask 1 Size: 6410, Last Price: 0.01601, Previous Price 24h: 0.01601, Price Change % 24h: 0, High Price 24h: 0.01601, Low Price 24h: 0.01601, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: HMSTRUSDT, Bid 1 Price: 0.003580, Bid 1 Size: 122010, Ask 1 Price: 0.003655, Ask 1 Size: 6768740, Last Price: 0.003729, Previous Price 24h: 0.004477, Price Change % 24h: -0.167076, High Price 24h: 0.004477, Low Price 24h: 0.003185, Turnover 24h: 31773406.3563, Volume 24h: 8741356510.0000, USD Index Price: 
Symbol: HNTUSDT, Bid 1 Price: 6.178, Bid 1 Size: 184.05, Ask 1 Price: 6.179, Ask 1 Size: 71.21, Last Price: 6.178, Previous Price 24h: 5.471, Price Change % 24h: 0.129226, High Price 24h: 7.222, Low Price 24h: 5.125, Turnover 24h: 96777583.9699, Volume 24h: 16130114.2800, USD Index Price: 
Symbol: HOOKUSDT, Bid 1 Price: 0.4294, Bid 1 Size: 702.5, Ask 1 Price: 0.4296, Ask 1 Size: 1074.8, Last Price: 0.3986, Previous Price 24h: 0.5169, Price Change % 24h: -0.228864, High Price 24h: 0.6039, Low Price 24h: 0.3804, Turnover 24h: 95506040.0847, Volume 24h: 197260482.3000, USD Index Price: 
Symbol: HOTUSDT, Bid 1 Price: 0.002872, Bid 1 Size: 179900, Ask 1 Price: 0.002880, Ask 1 Size: 174800, Last Price: 0.002872, Previous Price 24h: 0.003070, Price Change % 24h: -0.064495, High Price 24h: 0.003628, Low Price 24h: 0.002181, Turnover 24h: 95645238.1449, Volume 24h: 33574548200.0000, USD Index Price: 
Symbol: HPOS10IUSDT, Bid 1 Price: , Bid 1 Size: , Ask 1 Price: , Ask 1 Size: , Last Price: 0.2379, Previous Price 24h: 0.2379, Price Change % 24h: 0, High Price 24h: 0.2379, Low Price 24h: 0.2379, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: ICPUSDT, Bid 1 Price: 11.500, Bid 1 Size: 136.0, Ask 1 Price: 11.535, Ask 1 Size: 4.0, Last Price: 11.500, Previous Price 24h: 11.878, Price Change % 24h: -0.031823, High Price 24h: 13.499, Low Price 24h: 9.404, Turnover 24h: 108258928.2500, Volume 24h: 9470195.4000, USD Index Price: 
Symbol: ICXUSDT, Bid 1 Price: 0.2144, Bid 1 Size: 799, Ask 1 Price: 0.2152, Ask 1 Size: 2166, Last Price: 0.2144, Previous Price 24h: 0.2137, Price Change % 24h: 0.003275, High Price 24h: 0.2499, Low Price 24h: 0.1634, Turnover 24h: 96037787.4633, Volume 24h: 473037567.0000, USD Index Price: 
Symbol: IDEXUSDT, Bid 1 Price: 0.04154, Bid 1 Size: 10970, Ask 1 Price: 0.04155, Ask 1 Size: 146270, Last Price: 0.04155, Previous Price 24h: 0.04452, Price Change % 24h: -0.066711, High Price 24h: 0.05376, Low Price 24h: 0.03496, Turnover 24h: 59798871.9713, Volume 24h: 1357408280.0000, USD Index Price: 
Symbol: IDUSDT, Bid 1 Price: 0.51120, Bid 1 Size: 6182, Ask 1 Price: 0.51125, Ask 1 Size: 1815, Last Price: 0.51120, Previous Price 24h: 0.43975, Price Change % 24h: 0.162478, High Price 24h: 0.63685, Low Price 24h: 0.39590, Turnover 24h: 95598525.0635, Volume 24h: 193049808.0000, USD Index Price: 
Symbol: ILVUSDT, Bid 1 Price: 50.060, Bid 1 Size: 29.59, Ask 1 Price: 50.065, Ask 1 Size: 9.66, Last Price: 50.060, Previous Price 24h: 52.460, Price Change % 24h: -0.045749, High Price 24h: 62.470, Low Price 24h: 39.920, Turnover 24h: 95018936.9658, Volume 24h: 1843118.2400, USD Index Price: 
Symbol: IMXUSDT, Bid 1 Price: 1.7528, Bid 1 Size: 18363.4, Ask 1 Price: 1.7529, Ask 1 Size: 180.4, Last Price: 1.7528, Previous Price 24h: 1.8141, Price Change % 24h: -0.03379, High Price 24h: 1.8975, Low Price 24h: 1.4721, Turnover 24h: 77825071.2014, Volume 24h: 46169930.2000, USD Index Price: 
Symbol: INJUSDT, Bid 1 Price: 28.5390, Bid 1 Size: 30.1, Ask 1 Price: 28.5520, Ask 1 Size: 1158.6, Last Price: 28.5520, Previous Price 24h: 27.4150, Price Change % 24h: 0.041473, High Price 24h: 31.7060, Low Price 24h: 23.9610, Turnover 24h: 79483173.5509, Volume 24h: 2893329.8000, USD Index Price: 
Symbol: IOSTUSDT, Bid 1 Price: 0.007913, Bid 1 Size: 597188, Ask 1 Price: 0.007914, Ask 1 Size: 57301, Last Price: 0.007913, Previous Price 24h: 0.007158, Price Change % 24h: 0.105476, High Price 24h: 0.009188, Low Price 24h: 0.005565, Turnover 24h: 26984730.3889, Volume 24h: 3716882812.0000, USD Index Price: 
Symbol: IOTAUSDT, Bid 1 Price: 0.2025, Bid 1 Size: 13729.5, Ask 1 Price: 0.2026, Ask 1 Size: 20630.6, Last Price: 0.2025, Previous Price 24h: 0.2078, Price Change % 24h: -0.025505, High Price 24h: 0.2782, Low Price 24h: 0.1751, Turnover 24h: 96493665.1927, Volume 24h: 432217424.1000, USD Index Price: 
Symbol: IOTXUSDT, Bid 1 Price: 0.04378, Bid 1 Size: 64635, Ask 1 Price: 0.04384, Ask 1 Size: 25362, Last Price: 0.04364, Previous Price 24h: 0.05168, Price Change % 24h: -0.155572, High Price 24h: 0.05359, Low Price 24h: 0.03522, Turnover 24h: 103376950.6155, Volume 24h: 2306961873.0000, USD Index Price: 
Symbol: IOUSDT, Bid 1 Price: 2.478, Bid 1 Size: 158.1, Ask 1 Price: 2.583, Ask 1 Size: 674.6, Last Price: 2.583, Previous Price 24h: 2.510, Price Change % 24h: 0.029083, High Price 24h: 3.307, Low Price 24h: 2.017, Turnover 24h: 94776884.6286, Volume 24h: 35975756.5000, USD Index Price: 
Symbol: JASMYUSDT, Bid 1 Price: 0.020223, Bid 1 Size: 9588189, Ask 1 Price: 0.020620, Ask 1 Size: 132042, Last Price: 0.019827, Previous Price 24h: 0.023786, Price Change % 24h: -0.166442, High Price 24h: 0.027554, Low Price 24h: 0.019827, Turnover 24h: 55381116.7442, Volume 24h: 2297446547.0000, USD Index Price: 
Symbol: JOEUSDT, Bid 1 Price: 0.51795, Bid 1 Size: 140, Ask 1 Price: 0.51800, Ask 1 Size: 859, Last Price: 0.51795, Previous Price 24h: 0.48385, Price Change % 24h: 0.070476, High Price 24h: 0.61885, Low Price 24h: 0.40675, Turnover 24h: 94338194.8643, Volume 24h: 190398016.0000, USD Index Price: 
Symbol: JSTUSDT, Bid 1 Price: 0.03196, Bid 1 Size: 14740, Ask 1 Price: 0.03203, Ask 1 Size: 118550, Last Price: 0.03203, Previous Price 24h: 0.03824, Price Change % 24h: -0.162395, High Price 24h: 0.04436, Low Price 24h: 0.02878, Turnover 24h: 95850404.7385, Volume 24h: 2682228770.0000, USD Index Price: 
Symbol: JTOUSDT, Bid 1 Price: 3.441, Bid 1 Size: 1865.0, Ask 1 Price: 3.509, Ask 1 Size: 269.4, Last Price: 3.441, Previous Price 24h: 3.737, Price Change % 24h: -0.079207, High Price 24h: 3.914, Low Price 24h: 3.026, Turnover 24h: 70363291.3031, Volume 24h: 20469352.3000, USD Index Price: 
Symbol: JUPUSDT, Bid 1 Price: 1.0511, Bid 1 Size: 27625, Ask 1 Price: 1.0512, Ask 1 Size: 821, Last Price: 1.0511, Previous Price 24h: 1.1059, Price Change % 24h: -0.049552, High Price 24h: 1.2219, Low Price 24h: 0.9026, Turnover 24h: 75406269.5032, Volume 24h: 71101026.0000, USD Index Price: 
Symbol: KAIAUSDT, Bid 1 Price: 0.1193, Bid 1 Size: 320328, Ask 1 Price: 0.1226, Ask 1 Size: 319018, Last Price: 0.1193, Previous Price 24h: 0.1193, Price Change % 24h: 0, High Price 24h: 0.1193, Low Price 24h: 0.1193, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: KASUSDT, Bid 1 Price: 0.14591, Bid 1 Size: 4750, Ask 1 Price: 0.14896, Ask 1 Size: 268990, Last Price: 0.15199, Previous Price 24h: 0.15481, Price Change % 24h: -0.018215, High Price 24h: 0.17107, Low Price 24h: 0.12959, Turnover 24h: 76548061.1367, Volume 24h: 513314900.0000, USD Index Price: 
Symbol: KAVAUSDT, Bid 1 Price: 0.4954, Bid 1 Size: 4832.4, Ask 1 Price: 0.5157, Ask 1 Size: 814.7, Last Price: 0.4954, Previous Price 24h: 0.5150, Price Change % 24h: -0.038058, High Price 24h: 0.6288, Low Price 24h: 0.4075, Turnover 24h: 94886906.4330, Volume 24h: 185249647.0000, USD Index Price: 
Symbol: KDAUSDT, Bid 1 Price: 0.9491, Bid 1 Size: 390.4, Ask 1 Price: 0.9492, Ask 1 Size: 1334.9, Last Price: 0.9492, Previous Price 24h: 1.0898, Price Change % 24h: -0.129014, High Price 24h: 1.1949, Low Price 24h: 0.7468, Turnover 24h: 95131332.2688, Volume 24h: 99767709.3000, USD Index Price: 
Symbol: KEYUSDT, Bid 1 Price: 0.0028000, Bid 1 Size: 166500, Ask 1 Price: 0.0028005, Ask 1 Size: 1199300, Last Price: 0.0028005, Previous Price 24h: 0.0038920, Price Change % 24h: -0.280447, High Price 24h: 0.0046210, Low Price 24h: 0.0021930, Turnover 24h: 95750339.4041, Volume 24h: 29118283200.0000, USD Index Price: 
Symbol: KMNOUSDT, Bid 1 Price: 0.09422, Bid 1 Size: 12760, Ask 1 Price: 0.10577, Ask 1 Size: 1040, Last Price: 0.09422, Previous Price 24h: 0.09422, Price Change % 24h: 0, High Price 24h: 0.09422, Low Price 24h: 0.09422, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: KNCUSDT, Bid 1 Price: 0.5468, Bid 1 Size: 805.7, Ask 1 Price: 0.5469, Ask 1 Size: 2865.2, Last Price: 0.5469, Previous Price 24h: 0.6346, Price Change % 24h: -0.138197, High Price 24h: 0.7760, Low Price 24h: 0.5088, Turnover 24h: 96272328.4823, Volume 24h: 151958495.5000, USD Index Price: 
Symbol: KSMUSDT, Bid 1 Price: 33.89, Bid 1 Size: 11.81, Ask 1 Price: 33.92, Ask 1 Size: 64.95, Last Price: 35.16, Previous Price 24h: 35.91, Price Change % 24h: -0.020885, High Price 24h: 48.79, Low Price 24h: 29.05, Turnover 24h: 97461777.3769, Volume 24h: 2559268.6500, USD Index Price: 
Symbol: L3USDT, Bid 1 Price: 0.08329, Bid 1 Size: 6920, Ask 1 Price: 0.08330, Ask 1 Size: 15240, Last Price: 0.08330, Previous Price 24h: 0.07915, Price Change % 24h: 0.052432, High Price 24h: 0.09538, Low Price 24h: 0.05581, Turnover 24h: 95894494.5072, Volume 24h: 1289803520.0000, USD Index Price: 
Symbol: LDOUSDT, Bid 1 Price: 1.4650, Bid 1 Size: 136.4, Ask 1 Price: 1.4655, Ask 1 Size: 2707.7, Last Price: 1.4650, Previous Price 24h: 1.5185, Price Change % 24h: -0.035232, High Price 24h: 1.9995, Low Price 24h: 1.2465, Turnover 24h: 95703262.5749, Volume 24h: 59183430.0000, USD Index Price: 
Symbol: LEVERUSDT, Bid 1 Price: 0.002212, Bid 1 Size: 629900, Ask 1 Price: 0.002213, Ask 1 Size: 211900, Last Price: 0.002167, Previous Price 24h: 0.002392, Price Change % 24h: -0.094063, High Price 24h: 0.002783, Low Price 24h: 0.001707, Turnover 24h: 94270240.1935, Volume 24h: 42309850000.0000, USD Index Price: 
Symbol: LINAUSDT, Bid 1 Price: 0.005041, Bid 1 Size: 341070, Ask 1 Price: 0.005046, Ask 1 Size: 546380, Last Price: 0.004860, Previous Price 24h: 0.005627, Price Change % 24h: -0.136307, High Price 24h: 0.006721, Low Price 24h: 0.004181, Turnover 24h: 95939101.7075, Volume 24h: 17516408310.0000, USD Index Price: 
